Nome_Azienda,URL_Sito,Google_Business_Link,Categoria,Priorita,Email,Telefono,WhatsApp,Immagini,Link_Demo,Data_Generazione,Data_Contatto,Contattato,Citta,Sito_Pre2020,Mobile_Friendly,Channel_Manager,Blog,Criteri_Soddisfatti,Note,Brief_Demo_OpenClaw
San Francesco Resort,https://www.sanfrancescoresort.com,https://www.google.com/maps/search/?api=1&query=San+Francesco+Resort+Agropoli,Hotel/Resort SPA,1,info@sanfrancescoresort.com,+39 0974 270997,,https://www.sanfrancescoresort.com/wp-content/uploads/2018/04/CAMERA.jpg https://www.sanfrancescoresort.com/wp-content/uploads/2018/04/SPA.jpg https://www.sanfrancescoresort.com/wp-content/uploads/2018/05/slider_2_111-1920x675.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/san-francesco-resort-experiences-standard/,2026-06-20,2026-06-16,Sì,Agropoli,Incerto (stack classico),Sì (SEO 92),No (non rilevato),Incerto,4.0,4 stelle ex convento XII sec SPA wellness terrazza vista mare upper. | PageSpeed: perf=51 seo=92 bp=92. Stack: wordpress|jQuery|WordPress|core-js. Booking engine: non rilevato. Blog non verificato (0.5).,San Francesco Resort; Hotel/Resort SPA; Agropoli; 4 stelle ex convento XII sec SPA wellness terrazza vista mare upper; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Hotel La Playa,https://www.hotellaplayaacciaroli.it,https://www.google.com/maps/search/?api=1&query=Hotel+La+Playa+Acciaroli,Hotel,2,info@hotellaplayaacciaroli.it,+39 0974 904002,,https://www.hotellaplayaacciaroli.it/wp/wp-content/plugins/revslider/sr6/assets/assets/dummy.png https://www.hotellaplayaacciaroli.it/wp/wp-content/uploads/2019/10/camere-800x534.jpg https://www.hotellaplayaacciaroli.it/wp/wp-content/uploads/2022/04/home-spiaggia-2-800x639.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/hotel-la-playa-experiences-standard/,2026-06-20,2026-06-16,Sì,Acciaroli,Incerto (stack classico),Sì (SEO 100),No (non rilevato),Incerto,3.0,Sul mare Via Nicotera 135 Parco Nazionale Cilento mid. | PageSpeed: perf=42 seo=100 bp=96. Stack: wordpress|jQuery|Modernizr|FlexSlider|WordPress|core-js. Booking engine: non rilevato. Blog non verificato (0.5).,Hotel La Playa; Hotel; Acciaroli; Sul mare Via Nicotera 135 Parco Nazionale Cilento mid; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Hotel La Vela,https://www.lavelapioppi.com,https://www.google.com/maps/search/?api=1&query=Hotel+La+Vela+Pioppi,Hotel,2,info@lavelapioppi.com,+39 0974 905025,,https://www.lavelapioppi.com/wp/wp-content/uploads/image-on-hover.png https://www.lavelapioppi.com/wp/wp-content/uploads/divider2.png https://www.lavelapioppi.com/wp/wp-content/uploads/checkin.png,https://naplesexperiences-netizen.github.io/experiences-demos/demos/hotel-la-vela-experiences-standard/,2026-06-20,2026-06-16,Sì,Pioppi,Incerto (stack classico),Sì (SEO 100),No (non rilevato),Incerto,3.0,Direttamente sul mare camere vista mare Via Caracciolo 130 mid. | PageSpeed: perf=62 seo=100 bp=96. Stack: wordpress|jQuery|ScrollMagic|WordPress|core-js. Booking engine: non rilevato. Blog non verificato (0.5).,Hotel La Vela; Hotel; Pioppi; Direttamente sul mare camere vista mare Via Caracciolo 130 mid; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Mec Paestum Hotel,https://www.mechotel.com,https://www.google.com/maps/search/?api=1&query=Mec+Paestum+Hotel+Paestum,Hotel 5 stelle,1,info@mechotel.com,+39 0828 722444,,https://www.mechotel.com/hwsfilemedia/2021/02/Acanforanero.svg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/mec-paestum-hotel-experiences-standard/,2026-06-20,2026-06-16,Sì,Paestum,Sì (probabile),Parziale (SEO 77),No (non rilevato),Incerto,4.5,A 100m dal mare vicino ai templi ristoranti luxury. | PageSpeed: perf=52 seo=77 bp=96. Stack: wordpress|jQuery|jQuery UI|WordPress|core-js. Booking engine: non rilevato. LUSSO(plus). Blog non verificato (0.5).,Mec Paestum Hotel; Hotel 5 stelle; Paestum; A 100m dal mare vicino ai templi ristoranti luxury; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
L'Araba Fenice Hotel & Resort,https://www.arabafenicespa.com,https://www.google.com/maps/search/?api=1&query=L%27Araba+Fenice+Hotel+%26+Resort+Paestum,Resort SPA 5 stelle,1,reception@arabafenicespa.com,+39 0828 1992328,,https://www.arabafenicespa.com/wp-content/uploads/2026/02/paestum_hotel_5_stelle_mobile.webp https://arabafenicespa.com/wp-content/uploads/2025/07/hotel-paestum-5-stelle.webp https://www.arabafenicespa.com/wp-content/uploads/2025/05/Hotel-Paestum.webp,https://naplesexperiences-netizen.github.io/experiences-demos/demos/laraba-fenice-hotel-resort-experiences-standard/,2026-06-20,2026-06-16,Sì,Paestum,Sì (probabile),Sì (SEO 92),No (non rilevato),Incerto,4.5,Parco 4 ettari SPA piscina 5 min dai templi UNESCO luxury. | PageSpeed: perf=52 seo=92 bp=92. Stack: wordpress|jQuery|jQuery UI|WordPress|core-js. Booking engine: non rilevato. LUSSO(plus). Blog non verificato (0.5).,L'Araba Fenice Hotel & Resort; Resort SPA 5 stelle; Paestum; Parco 4 ettari SPA piscina 5 min dai templi UNESCO luxury; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Savoy Hotel & Spa Pagano,https://www.paganopaestum.it,https://www.google.com/maps/search/?api=1&query=Savoy+Hotel+%26+Spa+Pagano+Paestum,Hotel SPA,2,info@savoyhotelspa.it,+39 0828 720100,,https://www.paganopaestum.it/wp-content/uploads/2022/06/menubianco-1.svg https://www.paganopaestum.it/wp-content/uploads/2022/06/menuoro.svg https://www.paganopaestum.it/wp-content/uploads/2022/06/fraccia-indientro-piccola-oro.svg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/savoy-hotel-spa-pagano-experiences-standard/,2026-06-20,2026-06-16,Sì,Paestum,Sì (probabile),Sì (SEO 100),No (non rilevato),Incerto,3.5,Lusso vicino pineta e spiaggia Via Poseidonia Preferred Hotels luxury. | PageSpeed: perf=25 seo=100 bp=77. Stack: wordpress|jQuery|jQuery UI|WordPress|core-js. Booking engine: non rilevato. LUSSO(plus). Blog non verificato (0.5).,Savoy Hotel & Spa Pagano; Hotel SPA; Paestum; Lusso vicino pineta e spiaggia Via Poseidonia Preferred Hotels luxury; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Schuhmann,https://www.hotelschuhmann.com,https://www.google.com/maps/search/?api=1&query=Hotel+Schuhmann+Paestum,Hotel 4 stelle,2,info@hotelschuhmann.com,+39 0828 851151,,https://www.hotelschuhmann.com/wp-content/uploads/2025/02/Basic-01.jpg https://www.hotelschuhmann.com/wp-content/uploads/2025/05/Standard-vista-pineta-05.jpg https://www.hotelschuhmann.com/wp-content/uploads/2025/05/standard-mare-balcone.png,https://naplesexperiences-netizen.github.io/experiences-demos/demos/hotel-schuhmann-experiences-standard/,2026-06-20,2026-06-16,Sì,Paestum,Sì (probabile),Sì (SEO 92),No (non rilevato),Incerto,3.5,Direttamente sulla spiaggia vicino area archeologica mid-upper. | PageSpeed: perf=45 seo=92 bp=92. Stack: wordpress|jQuery|jQuery UI|Can|Moment.js|WordPress|core-js. Booking engine: non rilevato. Blog non verificato (0.5).,Hotel Schuhmann; Hotel 4 stelle; Paestum; Direttamente sulla spiaggia vicino area archeologica mid-upper; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Paestum Inn Beach Resort,https://paestuminn.com,https://www.google.com/maps/search/?api=1&query=Paestum+Inn+Beach+Resort+Paestum,Resort/Villaggio 4 stelle,4,info@paestuminn.com,,,https://paestuminn.com/img/gallery/resort-paestum-inn.webp https://paestuminn.com/img/gallery/hotel-giardino-mare.webp https://paestuminn.com/img/gallery/resort-piscina.webp,https://naplesexperiences-netizen.github.io/experiences-demos/demos/paestum-inn-beach-resort-experiences-standard/,2026-06-17,,No,Paestum,Sì (probabile),Sì (SEO 92),Sì (simplebooking),Incerto,1.5,Fronte mare spiaggia privata piscina bici Via Litoranea family. | PageSpeed: perf=40 seo=92 bp=100. Stack: Bootstrap|jQuery|jQuery UI|Isotope|FlexSlider. Booking engine: simplebooking. Blog non verificato (0.5).,Paestum Inn Beach Resort; Resort/Villaggio 4 stelle; Paestum; Fronte mare spiaggia privata piscina bici Via Litoranea family; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Agriturismo Seliano,https://www.agriturismoseliano.it,https://www.google.com/maps/search/?api=1&query=Agriturismo+Seliano+Paestum,Agriturismo,2,info@aziendabellelli.it,+39 0828 723634 / +39 335 6674200,https://wa.me/393356674200,https://www.agriturismoseliano.it/wp-content/plugins/revslider/sr6/assets/assets/dummy.png https://www.agriturismoseliano.it/wp-content/uploads/2024/02/pattern_piastrella.png https://www.agriturismoseliano.it/wp-content/uploads/2024/02/pattern_inferriata_su_bianco.png,https://naplesexperiences-netizen.github.io/experiences-demos/demos/agriturismo-seliano-experiences-standard/,2026-06-17,,No,Paestum,Incerto (stack classico),Sì (SEO 92),No (non rilevato),Incerto,3.0,Turismo rurale famiglia Bellelli vicino scavi charme campagna. | PageSpeed: perf=52 seo=92 bp=100. Stack: wordpress|jQuery|Isotope|WordPress|core-js. Booking engine: non rilevato. LUSSO(plus). Blog non verificato (0.5).,Agriturismo Seliano; Agriturismo; Paestum; Turismo rurale famiglia Bellelli vicino scavi charme campagna; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Il Cannito,https://www.ilcannito.com,https://www.google.com/maps/search/?api=1&query=Il+Cannito+Paestum,Agriturismo/B&B,4,,+39 0828 1962277 / +39 333 3652324,https://wa.me/393333652324,https://www.ilcannito.com/wp-content/plugins/revslider/public/assets/assets/dummy.png https://www.ilcannito.com/wp-content/uploads/2025/11/C_Slowdown-Hotels_THE-INSIDER_IL-CANNITO_summer-home-page-2025_25-768x432.jpg https://www.ilcannito.com/wp-content/uploads/2025/11/cannito-home-page-4.jpg,,2026-06-10,,No,Paestum,Sì (probabile),Sì (SEO 85),Sì (blastness),Incerto,1.5,Agriturismo con piscina collina Capaccio 15 ettari vista templi charme. | PageSpeed: perf=57 seo=85 bp=77. Stack: wordpress|jQuery|jQuery UI|Modernizr|WordPress. Booking engine: blastness. LUSSO(plus). Blog non verificato (0.5).,Il Cannito; Agriturismo/B&B; Paestum; Agriturismo con piscina collina Capaccio 15 ettari vista templi charme; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Ruggiero Park Hotel,http://www.ruggieroparkhotel.com,https://www.google.com/maps/search/?api=1&query=Ruggiero+Park+Hotel+Vallo+della+Lucania,Hotel 3 stelle,2,info@ruggieroparkhotel.com,+39 0974 717782 / +39 347 2230710,https://wa.me/393472230710,http://www.ruggieroparkhotel.com/immagini/bandiera-deu.jpg http://www.ruggieroparkhotel.com/immagini/bandiera-eng.jpg http://www.ruggieroparkhotel.com/immagini/bandiera-ita.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/ruggiero-park-hotel-experiences-standard/,2026-06-20,2026-06-16,Sì,Vallo della Lucania,Sì (probabile),Sì (SEO 91),No (non rilevato),Incerto,3.5,A pochi passi dal centro Via della Gatta business mid. | PageSpeed: perf=66 seo=91 bp=78. Stack: jQuery|jQuery UI|FastClick. Booking engine: non rilevato. Blog non verificato (0.5). | RIFIUTO: Non interessato al servizio Experiences,Ruggiero Park Hotel; Hotel 3 stelle; Vallo della Lucania; A pochi passi dal centro Via della Gatta business mid; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Cilentour ANBI Travel,https://www.cilentour.com,https://www.google.com/maps/search/?api=1&query=Cilentour+ANBI+Travel+Agropoli,Tour Operator,3,info@cilentour.com,+39 0974 828244 / +39 393 2071810,https://wa.me/393932071810,https://www.cilentour.com/wp-content/plugins/revslider/sr6/assets/assets/dummy.png https://www.cilentour.com/wp-content/uploads/2023/01/pacchetti-benessere-cilento.jpg https://www.cilentour.com/wp-content/uploads/2020/07/backpack-1836594_1920-700x466.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/cilentour-anbi-travel-experiences-standard/,2026-06-20,2026-06-16,Sì,Agropoli,No,Sì (SEO 100),No (non rilevato),Incerto,2.5,Agenzia TO ad Agropoli tour Campania escursioni Paestum-Velia incoming. | PageSpeed: perf=64 seo=100 bp=96. Stack: wordpress|wp-rocket|jQuery|jQuery UI|WordPress|WP Rocket. Booking engine: non rilevato. Blog non verificato (0.5).,Cilentour ANBI Travel; Tour Operator; Agropoli; Agenzia TO ad Agropoli tour Campania escursioni Paestum-Velia incoming; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
