Region,Nome_Azienda,Email,Status,Data_Contatto,URL_Sito,Categoria,Priorita,Link_Demo,Contattato
Cilento,Grand Hotel San Pietro,info@grandhotelsanpietro.com,Draft_Created,,https://www.grandhotelsanpietro.com,Hotel 4 stelle,3,,No
Cilento,Albergo Santa Caterina,info@albergosantacaterina.com,Draft_Created,,https://www.albergosantacaterina.com,Hotel 4 stelle,3,,No
Cilento,Hotel La Torre,info@latorrepalinuro.it,Draft_Created,,https://www.latorrepalinuro.it,Hotel/Residence,2,,No
Cilento,Cala d'Arconte Hotel Village,info@caladarconte.it,Draft_Created,,https://www.caladarconte.it,Villaggio alberghiero,3,,No
Cilento,Villaggio La Barca,info@villaggiolabarca.it,Draft_Created,,https://www.villaggiolabarca.it,Villaggio 3 stelle,3,,No
Cilento,Hotel La Scogliera,info@lascoglierahotel.it,Draft_Created,,https://www.lascoglierahotel.it,Hotel 3 stelle,2,,No
Cilento,Odissea Camping Village,info@odisseavillage.com,Draft_Created,,https://www.odisseavillage.com,Camping village 3 stelle,4,,No
Cilento,Villaggio Nessuno,info@villaggionessuno.com,Draft_Created,,https://www.villaggionessuno.com,Villaggio/Residence,3,,No
Cilento,Albergo Delfino,info@albergodelfino.it,Draft_Created,,https://www.albergodelfino.it,Hotel 3 stelle,2,,No
Cilento,Hotel Riccio,info@albergoriccio.it,Draft_Created,,https://www.albergoriccio.it,Hotel 3 stelle,3,,No
Cilento,Hotel Tirreno,info@hoteltirrenosapri.it,Draft_Created,,https://www.hoteltirrenosapri.it,Hotel 4 stelle,2,,No
Cilento,Hotel Pisacane,info@hotelpisacane.it,Draft_Created,,https://www.hotelpisacane.it,Hotel 4 stelle,4,,No
Cilento,Hotel Ristorante Cavaliere,info@scariohotelcavaliere.it,Draft_Created,,https://www.scariohotelcavaliere.it,Hotel 2 stelle,3,,No
Cilento,MagicoMar Hotel,info@magicomarhotel.it,Draft_Created,,https://www.magicomarhotel.it,Hotel 4 stelle,2,,No
Cilento,Eleamare Resort,prenotazioni@eleamare.it,Draft_Created,,https://www.eleamare.it,Resort/Villaggio,3,,No
Cilento,Victoria Resort,info@victoriaresort.it,Draft_Created,,https://www.victoriaresort.it,Hotel 3 stelle,3,,No
Cilento,Marulivo Hotel,info@marulivohotel.it,Draft_Created,,https://www.marulivohotel.it,Hotel di charme,2,,No
Cilento,Hotel Riviera,info@hotelrivierapisciotta.it,Draft_Created,,https://hotelrivierapisciotta.it,Hotel 3 stelle,3,,No
Cilento,Villaggio Club La Maree,villaggio@lamaree.net,Draft_Created,,https://www.lamaree.net,Villaggio 3 stelle,3,,No
Cilento,ArcheoTrekking Palinuro,info@archeotrekking.net,Draft_Created,,https://www.archeotrekking.net,Tour operator/Agenzia viaggi,2,,No
Cilento,Cooperativa Cilento Blu,,Non_Contacted,,https://www.coopcilentoblu.com,Tour operator escursioni barca,3,,No
Costiera_Amalfitana,Hotel Polo Nautico,,Non_Contacted,,https://www.hotelpolonautico.it,Hotel 4 stelle,2,,No
Costiera_Amalfitana,Lloyd's Baia Hotel,info@lloydsbaiahotel.it,Draft_Created,,https://www.lloydsbaiahotel.it,Hotel 4 stelle,3,,No
Costiera_Amalfitana,Hotel Raito,reservations@hotelraito.it,Draft_Created,,https://www.hotelraito.it,Hotel 5 stelle,2,,No
Costiera_Amalfitana,Hotel Bristol,info@hotelbristolvietri.com,Draft_Created,,https://www.hotelbristolvietri.it,Hotel 4 stelle,3,,No
Costiera_Amalfitana,Hotel Vietri Coast,info@hotelvietricoast.it,Draft_Created,,https://www.hotelvietricoast.com,Hotel 3 stelle,3,,No
Costiera_Amalfitana,Hotel Voce del Mare,direzione@vocedelmare.it,Draft_Created,,https://vocedelmare.it,Hotel,2,,No
Costiera_Amalfitana,Le Sirenuse,info@sirenuse.it,Draft_Created,,https://sirenuse.it,Hotel 5 stelle lusso,1,,No
Costiera_Amalfitana,Il San Pietro di Positano,info@ilsanpietro.it,Draft_Created,,https://www.ilsanpietro.com,Hotel 5 stelle lusso,1,,No
Costiera_Amalfitana,Villa Treville,contact@villatreville.com,Draft_Created,,https://villatreville.com,Hotel 5 stelle lusso boutique,2,,No
Costiera_Amalfitana,Hotel Le Agavi,booking@leagavipositano.com,Draft_Created,,https://www.leagavi.it,Hotel 5 stelle lusso,2,,No
Costiera_Amalfitana,Hotel Villa Franca,info@villafrancahotel.it,Draft_Created,,https://www.villafrancahotel.it,Hotel 5 stelle,2,,No
Costiera_Amalfitana,Hotel Palazzo Murat,info@palazzomurat.it,Draft_Created,,https://palazzomurat.it,Hotel 4 stelle,3,,No
Costiera_Amalfitana,Hotel Covo dei Saraceni,info@covodeisaraceni.it,Draft_Created,,https://www.covodeisaraceni.it,Hotel 5 stelle,1,,No
Costiera_Amalfitana,Villa Magia,,Non_Contacted,,https://villamagiapositano.com,Boutique resort lusso,2,,No
Costiera_Amalfitana,Casa Angelina,reservations@casangelina.com,Draft_Created,,https://www.casangelina.com,Hotel 5 stelle lusso boutique,2,,No
Costiera_Amalfitana,Hotel Tramonto d'Oro,info@tramontodoro.it,Draft_Created,,https://www.tramontodoro.it,Hotel 4 stelle,2,,No
Costiera_Amalfitana,Hotel Onda Verde,info@hotelondaverde.com,Draft_Created,,https://www.ondaverde.it,Hotel 4 stelle,2,,No
Costiera_Amalfitana,Hotel Margherita,,Non_Contacted,,https://www.hotelmargherita.info,Hotel 4 stelle,2,,No
Costiera_Amalfitana,Furore Grand Hotel,,Non_Contacted,,https://www.furoregrandhotel.com,Hotel 5 stelle lusso,1,,No
Costiera_Amalfitana,Monastero Santa Rosa,info@monasterosantarosa.com,Draft_Created,,https://monasterosantarosa.com,Hotel 5 stelle lusso,1,,No
Costiera_Amalfitana,Hotel Belvedere,belvedere@belvederehotel.it,Draft_Created,,https://belvederehotel.it,Hotel 4 stelle,3,,No
Costiera_Amalfitana,Hotel Santa Caterina,info@hotelsantacaterina.it,Draft_Created,,https://www.hotelsantacaterina.it,Hotel 5 stelle lusso,1,,No
Costiera_Amalfitana,Borgo Santandrea,info@borgosantandrea.it,Draft_Created,,https://borgosantandrea.it,Hotel 5 stelle lusso,1,,No
Costiera_Amalfitana,Hotel Marina Riviera,info@marinariviera.it,Draft_Created,,https://www.marinariviera.it,Hotel 4 stelle,4,,No
Costiera_Amalfitana,Hotel Luna Convento,info@lunahotel.it,Draft_Created,,https://www.lunahotel.it,Hotel 4 stelle,2,,No
Costiera_Amalfitana,Hotel Residence,,Non_Contacted,,https://www.residencehotel-amalfi.it,Hotel 4 stelle,3,,No
Costiera_Amalfitana,Hotel Lidomare,info@lidomare.it,Draft_Created,,http://www.lidomare.it,Hotel 3 stelle / B&B,3,,No
Costiera_Amalfitana,Lucibello,info@lucibello.it,Draft_Created,,https://www.lucibello.it,Tour operator / escursioni in barca,2,,No
Costiera_Amalfitana,L'Uomo e il Mare Plaghia Charter,info@plaghiacharter.it,Draft_Created,,https://www.escursioniluomoeilmare.it,Tour operator / escursioni in barca,2,,No
Costiera_Amalfitana,Amalfi Coast Destination,,Non_Contacted,,https://www.amalficoastdestination.com,Tour operator / DMC incoming,3,,No
Costiera_Amalfitana,Palazzo Avino,info@palazzoavino.com,Draft_Created,,https://www.palazzoavino.com,Hotel 5 stelle lusso,1,,No
Costiera_Amalfitana,Hotel Villa Cimbrone,info@villacimbrone.it,Draft_Created,,https://www.hotelvillacimbrone.com,Hotel 5 stelle / dimora storica,1,,No
Costiera_Amalfitana,Hotel Rufolo,info@hotelrufolo.it,Draft_Created,,https://hotelrufolo.it,Hotel 4 stelle,2,,No
Costiera_Amalfitana,Hotel Graal,info@hotelgraal.it,Draft_Created,,https://www.hotelgraal.it,Hotel 4 stelle,2,,No
Costiera_Amalfitana,Hotel Villa Fraulo,reservations@villafraulo.com,Draft_Created,,https://www.villafraulo.com,Hotel 4 stelle,2,,No
Costiera_Amalfitana,Villa Scarpariello Relais,info@villascarpariellorelais.it,Draft_Created,,https://www.villascarpariellorelais.it,Relais / boutique,2,,No
Costiera_Amalfitana,Ravello Art Hotel Marmorata,,Non_Contacted,,https://hotelmarmorata.com,Hotel 4 stelle,2,,No
Costiera_Amalfitana,Palazzo Pascal,info@palazzopascal.it,Draft_Created,,https://palazzopascal.it,Hotel 5 stelle boutique,2,,No
Costiera_Amalfitana,Palazzo Ferraioli Hotel & Wellness,info@palazzoferraioli.it,Draft_Created,,https://www.palazzoferraioli.it,Hotel & wellness,2,,No
Costiera_Amalfitana,Atrani Rooms,info@atranirooms.it,Draft_Created,,https://www.atranirooms.it,B&B / affittacamere,4,,No
Costiera_Amalfitana,Villa Romana Hotel & Spa,info@hotelvillaromana.it,Draft_Created,,https://www.hotelvillaromana.it,Hotel 4 stelle,3,,No
Costiera_Amalfitana,Minori Palace,reservations@minoripalace.com,Draft_Created,,https://minoripalace.com,Hotel 4 stelle,2,,No
Costiera_Amalfitana,Hotel Europa,info@hoteleuropaminori.it,Draft_Created,,https://www.hoteleuropaminori.it,Hotel 3 stelle,3,,No
Costiera_Amalfitana,Hotel Botanico San Lazzaro,info@hbsl.it,Draft_Created,,https://hbsl.com,Boutique 5 stelle,1,,No
Costiera_Amalfitana,Reginna Palace Hotel,info@reginna.it,Draft_Created,,https://www.hotelreginna.it,Hotel 4 stelle,2,,No
Costiera_Amalfitana,Hotel San Francesco,info@hotel-sanfrancesco.it,Draft_Created,,https://www.hotel-sanfrancesco.it,Hotel 4 stelle,2,,No
Costiera_Amalfitana,Hotel Panorama,,Non_Contacted,,https://www.hotelpanoramamaiori.com,Hotel 4 stelle,2,,No
Costiera_Amalfitana,Hotel Cetus,info@hotelcetus.com,Draft_Created,,https://www.hotelcetus.com,Hotel 4 stelle,2,,No
Costiera_Amalfitana,Cetara Albergo Diffuso,cetaraalbergodiffuso@gmail.com,Draft_Created,,https://www.cetaraalbergodiffuso.com,Albergo diffuso,2,,No
Costiera_Amalfitana,Tenuta San Francesco wine resort,aziendasanfrancesco@libero.it,Draft_Created,,https://www.vinitenutasanfrancesco.com,Cantina / wine experience,2,,No
Costiera_Amalfitana,Amalfi Tour Guide,info@amalfitourguide.com,Draft_Created,,https://www.amalfitourguide.com,Tour operator / guide,3,,No
Costiera_Amalfitana,AmalfiDriver.com,booking@amalfidriver.com,Draft_Created,,https://amalfidriver.com,NCC / tour & transfer,4,,No
Golfo_Napoli_Sorrento,Sirenide Viaggi,info@sirenide.com,Email_Sent,2026-06-13,https://www.sirenide.com,Tour operator incoming / DMC,1,,No
Golfo_Napoli_Sorrento,Grand Hotel Excelsior Vittoria,fb@exvitt.it,Email_Sent,2026-06-13,https://excelsiorvittoria.com,Hotel 5 stelle Luxury (LHW),2,,No
Golfo_Napoli_Sorrento,Hotel Mediterraneo Sorrento,info@mediterraneosorrento.com,Email_Sent,2026-06-13,https://www.mediterraneosorrento.com,Hotel 5 stelle,2,,No
Golfo_Napoli_Sorrento,Hotel Prestige Sorrento,info@hotelprestigesorrento.com,Draft_Created,,https://www.hotelprestigesorrento.com,Hotel 4 stelle boutique,4,,No
Golfo_Napoli_Sorrento,Grand Hotel Capodimonte Sorrento,capodimonte@manniellohotels.com,Email_Sent,2026-06-13,https://www.capodimontesorrento.com,Hotel 4 stelle superior,2,,No
Golfo_Napoli_Sorrento,Grand Hotel Royal Sorrento,royal@manniellohotels.com,Email_Sent,2026-06-13,https://www.royalsorrento.com,Hotel 5 stelle,2,,No
Golfo_Napoli_Sorrento,Torres Travel,info@torrestravel.it,Email_Sent,2026-06-13,https://www.torrestravel.it,Tour operator incoming Pompei guide center,2,,No
Golfo_Napoli_Sorrento,Grand Hotel Cocumella,info@cocumella.com,Draft_Created,,https://www.cocumella.com,Hotel 5 stelle (Small Luxury Hotels),1,,No
Golfo_Napoli_Sorrento,Golden Tours International,incoming@goldentours.it,Email_Sent,2026-06-13,https://www.goldentours.it,Tour operator / DMC incoming,3,,No
Golfo_Napoli_Sorrento,Grand Hotel Aminta,info@aminta.it,Draft_Created,,https://www.aminta.com,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,Grand Hotel Cesare Augusto,info@hotelcesareaugusto.com,Email_Sent,2026-06-13,https://www.hotelcesareaugusto.com,Hotel 4 stelle,1,,No
Golfo_Napoli_Sorrento,Hotel Lorelei et Londres,info@loreleisorrento.com,Email_Sent,2026-06-13,https://www.loreleisorrento.com,Hotel 5 stelle,2,,No
Golfo_Napoli_Sorrento,Grand Hotel La Favorita,info@hotellafavorita.com,Draft_Created,,https://www.hotellafavorita.com,Hotel 5 stelle,1,,No
Golfo_Napoli_Sorrento,Grand Hotel Ambasciatori,ambasciatori@manniellohotels.com,Draft_Created,,https://www.ambasciatorisorrento.com,Hotel 5 stelle (Manniello Hotels),3,,No
Golfo_Napoli_Sorrento,Hotel Continental Sorrento,info@continentalsorrento.com,Email_Sent,2026-06-13,https://www.continentalsorrento.com,Hotel 4 stelle,1,,No
Golfo_Napoli_Sorrento,Hotel Club Sorrento,info@hotelclubsorrento.com,Email_Sent,2026-06-13,http://www.hotelclubsorrento.com,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,Best Western Hotel La Solara,info@lasolara.com,Draft_Created,,https://www.lasolara.com,Hotel 4 stelle (catena BW),3,,No
Golfo_Napoli_Sorrento,Grand Hotel Vesuvio Sorrento,info@vesuviosorrento.com,Draft_Created,,https://www.vesuviosorrento.com,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,Hotel Antiche Mura Sorrento,info@hotelantichemura.com,Email_Sent,2026-06-13,https://www.hotelantichemura.com,Hotel 4 stelle,1,,No
Golfo_Napoli_Sorrento,HP Travel,info@hptravel.it,Draft_Created,,https://www.hptravel.it,Tour operator incoming,3,,No
Golfo_Napoli_Sorrento,Sorrento Tourist Office,info@sorrentotouristoffice.com,Draft_Created,,https://www.sorrentotouristoffice.com,Web tour operator / agenzia viaggi,2,,No
Golfo_Napoli_Sorrento,Hotel Bellevue Syrene,info@bellevue.it,Draft_Created,,https://www.bellevue.it,Hotel 5 stelle (Relais & Chateaux),5,,No
Golfo_Napoli_Sorrento,Ara Maris Sorrento,info@aramarishotel.com,Draft_Created,,https://www.aramarishotel.com,Hotel 5 stelle lusso,5,,No
Golfo_Napoli_Sorrento,Grand Hotel Riviera Sorrento,info@hotelriviera.com,Draft_Created,,https://www.hotelriviera.com,Hotel 4 stelle,5,,No
Golfo_Napoli_Sorrento,Hotel Tirrenia Sorrento,info@hoteltirrenia.com,Draft_Created,,https://www.hoteltirrenia.com,Hotel 4 stelle,5,,No
Golfo_Napoli_Sorrento,Sorrento Insider / Gray Line,info@iammeia.com,Draft_Created,,https://www.sorrentoinsider.com,Marketplace/portale escursioni,5,,No
Golfo_Napoli_Sorrento,Grand Hotel La Pace,info@ghlapace.com,Email_Sent,2026-06-13,https://www.ghlapace.com,Hotel 5 stelle,1,,No
Golfo_Napoli_Sorrento,Hotel Caravel,,Non_Contacted,,https://www.hotelcaravel.com,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,Hotel Crawford,reservations@hotelcrawford.com,Draft_Created,,https://www.hotelcrawford.it,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,Hotel Corallo,,Non_Contacted,,https://www.hotelcorallosorrento.com,Hotel 4 stelle,3,,No
Golfo_Napoli_Sorrento,Hotel Angelina,info@hotelangelinasorrento.com,Draft_Created,,https://www.hotelangelinasorrento.com,Hotel 2 stelle,3,,No
Golfo_Napoli_Sorrento,Vestours,info@vestours.com,Draft_Created,,https://www.vestours.com,Tour operator,2,,No
Golfo_Napoli_Sorrento,Karsana Travel,info@karsanatravel.com,Draft_Created,,https://karsanatravel.it,Tour operator,2,,No
Golfo_Napoli_Sorrento,Sopramare Resort,reservation@sopramareresort.it,Draft_Created,,https://www.sopramareresort.it,Resort 4 stelle,2,,No
Golfo_Napoli_Sorrento,Hotel Cosmomare,info@cosmomare.it,Draft_Created,,https://www.cosmomare.it,Hotel 3 stelle,2,,No
Golfo_Napoli_Sorrento,Hotel Klein Wien,info@kleinwien.it,Draft_Created,,https://www.kleinwien.it,Hotel 3 stelle,2,,No
Golfo_Napoli_Sorrento,Hotel Soleluna,,Non_Contacted,,https://www.hotelsoleluna.com,Hotel 3 stelle,2,,No
Golfo_Napoli_Sorrento,Villa Iolanda,,Non_Contacted,,https://www.villaiolandasorrento.com,B&B,3,,No
Golfo_Napoli_Sorrento,Bed and Lemons,,Non_Contacted,,https://bedandlemons.it,B&B,3,,No
Golfo_Napoli_Sorrento,Hotel Giosue a Mare,info@giosueamare.it,Draft_Created,,https://www.giosueamare.it,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,Panorama Palace Hotel,info@hotelpanoramapalace.it,Draft_Created,,https://www.hotelpanoramapalace.it,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,Bleu Village Resort & Residence,info@bleuvillage.com,Email_Sent,2026-06-13,https://www.bleuvillage.com,Resort & Residence,1,,No
Golfo_Napoli_Sorrento,Hotel Capo La Gala,info@hotelcapolagala.com,Draft_Created,,https://www.hotelcapolagala.com,Hotel 5 stelle,2,,No
Golfo_Napoli_Sorrento,Hotel Mary,info@hotelmaryvico.com,Draft_Created,,https://www.hotelmaryvico.com,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,Eden Bleu Hotel,info@edenbleuhotel.it,Draft_Created,,https://www.edenbleuhotel.it,Hotel 4 stelle,3,,No
Golfo_Napoli_Sorrento,Aequa Hotel,info@aequahotel.net,Draft_Created,,https://www.aequahotel.net,Hotel 3 stelle,3,,No
Golfo_Napoli_Sorrento,Hotel Sporting,info@hotel-sporting.it,Draft_Created,,https://www.hotel-sporting.it,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,Hotel Astoria,prenotazioni@astoriavico.com,Email_Sent,2026-06-13,https://www.hotelastoriavico.it,Hotel 3 stelle,2,,No
Golfo_Napoli_Sorrento,Maison Montechiaro,info@maisonmontechiaro.com,Draft_Created,,https://www.maisonmontechiaro.com,B&B / Maison,4,,No
Golfo_Napoli_Sorrento,Villa Agostino,,Non_Contacted,,https://www.villaagostino.it,B&B luxury,3,,No
Golfo_Napoli_Sorrento,Hotel Stabia,info@hotelstabia.com,Draft_Created,,https://www.stabiahotel.it,Hotel 4 stelle,3,,No
Golfo_Napoli_Sorrento,La Medusa Hotel & Boutique Spa,info@lamedusahotel.com,Draft_Created,,https://www.lamedusahotel.com,Hotel 4 stelle dimora di charme,2,,No
Golfo_Napoli_Sorrento,Towers Hotel Stabiae Sorrento Coast,info@towershotelsorrento.com,Draft_Created,,https://www.towershotelsorrento.com,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,Europa Stabia Hotel,,Non_Contacted,,https://www.europahotel.biz,Hotel 4 stelle,4,,No
Golfo_Napoli_Sorrento,B&B Numero 5,,Non_Contacted,,https://bebnumero5.it,B&B,3,,No
Golfo_Napoli_Sorrento,Biu Bed & Breakfast,,Non_Contacted,,https://www.biubb.it,B&B,3,,No
Golfo_Napoli_Sorrento,Marygrace B&B,,Non_Contacted,,https://www.marygracebeb.it,B&B,3,,No
Golfo_Napoli_Sorrento,Hotel Forum,info@hotelforum.it,Draft_Created,,https://www.hotelforum.it,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,Hotel del Sole,,Non_Contacted,,https://hoteldelsolepompei.it,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,Hotel Diana Pompei,,Non_Contacted,,https://www.hoteldianapompei.com,Hotel 3 stelle,3,,No
Golfo_Napoli_Sorrento,Hotel Villa Diomede,info@villadiomede.it,Draft_Created,,https://www.inpompeii.it,Hotel 4 stelle,3,,No
Golfo_Napoli_Sorrento,Albergo Pompei Valley,info@albergopompeivalley.it,Draft_Created,,https://www.albergopompeivalley.it,Boutique Hotel,3,,No
Golfo_Napoli_Sorrento,Hotel Maiuri,info@hotelmaiuri.it,Draft_Created,,https://www.hotelmaiuri.it,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,Hotel Amleto,info@hotelamleto.it,Draft_Created,,http://www.hotelamletopompei.it,Hotel 4 stelle,3,,No
Golfo_Napoli_Sorrento,Hotel Vittoria,,Non_Contacted,,https://www.pompeihotelvittoria.com,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,B&B Eco Pompei,info@bbecopompei.it,Draft_Created,,https://www.bbecopompei.it,B&B,4,,No
Golfo_Napoli_Sorrento,Dream House Pompei,,Non_Contacted,,https://www.dreamhousepompei.com,B&B,4,,No
Golfo_Napoli_Sorrento,Domus Pompeii,,Non_Contacted,,https://domuspompeii.it,B&B,4,,No
Golfo_Napoli_Sorrento,Aliantour,info@aliantour.it,Draft_Created,,https://www.aliantour.com,Tour operator / Agenzia viaggi,2,,No
Golfo_Napoli_Sorrento,Tempio Travel,,Non_Contacted,,https://www.tempiotravel.com,Tour operator incoming,2,,No
Golfo_Napoli_Sorrento,Paradisi Perduti,info@paradisiperduti.com,Draft_Created,,https://www.paradisiperduti.com,Tour operator / Agenzia viaggi,2,,No
Golfo_Napoli_Sorrento,Pompei Grand Tour,,Non_Contacted,,https://www.pompeigrandtour.com,Agenzia tour specializzati,3,,No
Golfo_Napoli_Sorrento,Hotel Marad,marad@marad.it,Draft_Created,,https://www.hotelmarad.it,Hotel 4 stelle,3,,No
Golfo_Napoli_Sorrento,Hotel Sakura,info@hotelsakura.it,Draft_Created,,https://www.hotelsakura.it,Hotel 4 stelle,3,,No
Golfo_Napoli_Sorrento,Hotel Poseidon,info@hotel-poseidon.it,Draft_Created,,https://www.hotel-poseidon.it,Hotel 4 stelle,2,,No
Golfo_Napoli_Sorrento,Hotel Holidays,info@holidayshotel.it,Draft_Created,,https://www.holidayshotel.it,Hotel 3 stelle,2,,No
Golfo_Napoli_Sorrento,Villa Dietro la Luna,,Non_Contacted,,https://www.villadietrolaluna.it,Affittacamere / Guest house,3,,No
Golfo_Napoli_Sorrento,B&B Oplonti Resort,oplontiresort@outlook.com,Draft_Created,,https://www.oplontiresort.com,B&B,3,,No
Golfo_Napoli_Sorrento,Miglio d'Oro Park Hotel,info@migliodoroparkhotel.it,Draft_Created,,http://www.migliodoroparkhotel.it,Hotel 4 stelle superior,2,,No
Golfo_Napoli_Sorrento,Villa Signorini Events & Hotel,info@villasignorini.it,Draft_Created,,https://www.villasignorini.it,Hotel dimora storica 4 stelle,3,,No
Golfo_Napoli_Sorrento,Hotel Herculaneum,info@hotelherculaneum.com,Draft_Created,,https://www.hotelherculaneum.com,Hotel 3 stelle,3,,No
Golfo_Napoli_Sorrento,Andris Hotel,info@andrishotel.it,Draft_Created,,http://www.andrishotel.it,Hotel 3 stelle,3,,No
Golfo_Napoli_Sorrento,Villa La Colombaia,villalacolombaia@libero.it,Draft_Created,,https://www.villalacolombaia.com,Hotel boutique 4 stelle,2,,No
Golfo_Napoli_Sorrento,Hotel & Resort Tre Fontane Luxury,info@resorttrefontane.com,Draft_Created,,https://www.resorttrefontane.it,Hotel 4 stelle luxury,2,,No
Golfo_Napoli_Sorrento,Hotel Borbonico di Pietrarsa,info@hotelpietrarsa.it,Draft_Created,,https://www.hotelpietrarsa.it,Hotel 3 stelle,3,,No
Golfo_Napoli_Sorrento,B&B Villa Filù,,Non_Contacted,,https://www.bedandbreakfastportici.com,B&B con sito proprio,3,,No
Golfo_Napoli_Sorrento,Grand Hotel Vesuvio,info@vesuvio.it,Draft_Created,,https://www.vesuvio.it,Hotel 5 stelle Lusso,3,,No
Golfo_Napoli_Sorrento,Grand Hotel Parker's,info@grandhotelparkers.it,Email_Sent,2026-06-13,https://www.grandhotelparkers.it,Hotel 5 stelle Lusso,1,,No
Golfo_Napoli_Sorrento,Hotel San Francesco al Monte,info@sanfrancescoalmonte.it,Draft_Created,,https://sanfrancescoalmonte.it,Hotel 4 stelle boutique,2,,No
Golfo_Napoli_Sorrento,Hotel Royal Continental,info@royalcontinental.it,Email_Sent,2026-06-13,https://www.royalcontinental.it,Hotel 4 stelle,1,,No
Golfo_Napoli_Sorrento,Hotel Palazzo Alabardieri,info@palazzoalabardieri.it,Draft_Created,,https://www.palazzoalabardieri.it,Hotel 4 stelle,3,,No
Golfo_Napoli_Sorrento,Caravaggio Hotel,info@caravaggiohotel.it,Draft_Created,,https://www.caravaggiohotel.it,Hotel 4 stelle centro storico,2,,No
