Costiera Amalfitana	Ravello	Hotel Villa Fraulo	https://www.villafraulo.com	Hotel 4 stelle	reservations@villafraulo.com	Via San Giovanni del Toro vicino Villa Rufolo dimora esclusiva centro Ravello
Costiera Amalfitana	Ravello	Villa Scarpariello Relais	https://www.villascarpariellorelais.it	Relais / boutique	info@villascarpariellorelais.it	Marmorata relais fronte mare torre storica boutique luxury
Costiera Amalfitana	Ravello	Ravello Art Hotel Marmorata	https://hotelmarmorata.com	Hotel 4 stelle	n/d	Marmorata ex cartiera beach club spa piscina vista mare
Costiera Amalfitana	Scala	Palazzo Pascal	https://palazzopascal.it	Hotel 5 stelle boutique	info@palazzopascal.it	Frazione Minuta dimora nobiliare gestione familiare boutique luxury
Costiera Amalfitana	Atrani	Palazzo Ferraioli Hotel & Wellness	https://www.palazzoferraioli.it	Hotel & wellness	info@palazzoferraioli.it	Edificio primi '900 centro benessere vicino spiaggia di Atrani
Costiera Amalfitana	Atrani	Atrani Rooms	https://www.atranirooms.it	B&B / affittacamere	info@atranirooms.it	Via dei Dogi familiare camere e mini suite vicino al mare
Costiera Amalfitana	Minori	Villa Romana Hotel & Spa	https://www.hotelvillaromana.it	Hotel 4 stelle	info@hotelvillaromana.it	Corso Vittorio Emanuele spa vicino centro storico e mare
Costiera Amalfitana	Minori	Minori Palace	https://minoripalace.com	Hotel 4 stelle	reservations@minoripalace.com	44 camere rooftop ristorante panoramico centro Minori
Costiera Amalfitana	Minori	Hotel Europa	https://www.hoteleuropaminori.it	Hotel 3 stelle	info@hoteleuropaminori.it	Via Strada Nuova gestione familiare centro Minori parcheggio privato
Costiera Amalfitana	Maiori	Hotel Botanico San Lazzaro	https://hbsl.com	Boutique 5 stelle	info@hbsl.it	Antico quartiere Lazzaro boutique panoramico vista mare luxury
Costiera Amalfitana	Maiori	Reginna Palace Hotel	https://www.hotelreginna.it	Hotel 4 stelle	info@reginna.it	Via Colombo grande struttura piscine vicino lungomare 4 stelle classico
Costiera Amalfitana	Maiori	Hotel San Francesco	https://www.hotel-sanfrancesco.it	Hotel 4 stelle	info@hotel-sanfrancesco.it	Via Santa Tecla vicino centro storico fronte mare
Costiera Amalfitana	Maiori	Hotel Panorama	https://www.hotelpanoramamaiori.com	Hotel 4 stelle	n/d	Via Santa Tecla piscina roof restaurant centro Maiori fronte mare
Costiera Amalfitana	Cetara	Hotel Cetus	https://www.hotelcetus.com	Hotel 4 stelle	info@hotelcetus.com	Corso Umberto I promontorio a picco sul mare spiaggia privata wellness unico 4 stelle del borgo
Costiera Amalfitana	Cetara	Cetara Albergo Diffuso	https://www.cetaraalbergodiffuso.com	Albergo diffuso	cetaraalbergodiffuso@gmail.com	Piazza Martiri Ungheresi camere e suite diffuse nel borgo marinaro
Costiera Amalfitana	Tramonti	Tenuta San Francesco wine resort	https://www.vinitenutasanfrancesco.com	Cantina / wine experience	aziendasanfrancesco@libero.it	Casale '700 Parco dei Lattari degustazioni Costa d'Amalfi DOC vigne pre-fillossera
Costiera Amalfitana	Amalfi	Amalfi Tour Guide	https://www.amalfitourguide.com	Tour operator / guide	info@amalfitourguide.com	Base ad Amalfi escursioni e trekking guide locali tutta la costiera
Costiera Amalfitana	Amalfi	AmalfiDriver.com	https://amalfidriver.com	NCC / tour & transfer	booking@amalfidriver.com	Transfer privati e tour costiera Pompei Napoli NCC licenziato
Cilento	Agropoli	San Francesco Resort	https://www.sanfrancescoresort.com	Hotel/Resort SPA	info@sanfrancescoresort.com	4 stelle ex convento XII sec SPA wellness terrazza vista mare upper
Cilento	Agropoli	Hotel Myrtus	https://www.hotelmyrtus.it	Hotel/Residence	info@hotelmyrtus.it	4 stelle residence piscina vicino spiaggia Trentova mid-family
Cilento	Agropoli	Hotel Mare	https://www.hotel-mare.com	Hotel	info@hotel-mare.com	Hotel sul mare in centro Via Michelangelo mid
Cilento	Agropoli	Hotel La Darsena Residence	https://www.ladarsenahotel.com	Hotel/Residence	n/d	Lungomare San Marco residence fronte porto mid
Cilento	Agropoli	Hotel Ristorante Il Ceppo	https://www.hotelristoranteilceppo.com	Hotel/Ristorante	info@hotelristoranteilceppo.com	Storico dal 1976 cucina Slow Food km0 gastronomico
Cilento	Santa Maria di Castellabate	Grand Hotel Santa Maria	https://www.grandhotel-santamaria.it	Hotel 4 stelle	info@ghsm.it	54 camere vista mare spiaggia Pozzillo centro wellness upper
Cilento	Santa Maria di Castellabate	Hotel Villa Sirio	https://www.villasirio.it	Hotel dimora storica	n/d	4 stelle 34 camere dimora liberty fronte mare centro storico upscale
Cilento	Santa Maria di Castellabate	Prince Franklyn Hotel	https://www.franklyn-hotel.com	Hotel 4 stelle	info@franklyn-hotel.com	Piscina a 600m dal mare Contrada Longhe mid-upper
Cilento	Santa Maria di Castellabate	Hotel Costa d'Oro	https://www.hotelcostadoro.it	Hotel 3 stelle	info@hotelcostadoro.it	Direttamente sul mare spiaggia privata Lungomare Bracale mid
Cilento	San Marco di Castellabate	New Hotel Sonia	http://www.hotelsonia.it	Hotel 4 stelle	info@hotelsonia.it	37 camere vista mare fronte spiaggia ristorante mid-upper
Cilento	Acciaroli	Hotel Acciaroli	https://hotelacciaroli.it	Hotel	info@hotelacciaroli.it	Vicino spiaggia bandiera blu giardino terrazza Via Nicotera mid
Cilento	Acciaroli	Hotel La Playa	https://www.hotellaplayaacciaroli.it	Hotel	info@hotellaplayaacciaroli.it	Sul mare Via Nicotera 135 Parco Nazionale Cilento mid
Cilento	Pioppi	Hotel La Vela	https://www.lavelapioppi.com	Hotel	info@lavelapioppi.com	Direttamente sul mare camere vista mare Via Caracciolo 130 mid
Cilento	Paestum	Mec Paestum Hotel	https://www.mechotel.com	Hotel 5 stelle	info@mechotel.com	A 100m dal mare vicino ai templi ristoranti luxury
Cilento	Paestum	L'Araba Fenice Hotel & Resort	https://www.arabafenicespa.com	Resort SPA 5 stelle	reception@arabafenicespa.com	Parco 4 ettari SPA piscina 5 min dai templi UNESCO luxury
Cilento	Paestum	Savoy Hotel & Spa Pagano	https://www.paganopaestum.it	Hotel SPA	info@savoyhotelspa.it	Lusso vicino pineta e spiaggia Via Poseidonia Preferred Hotels luxury
Cilento	Paestum	Hotel Schuhmann	https://www.hotelschuhmann.com	Hotel 4 stelle	info@hotelschuhmann.com	Direttamente sulla spiaggia vicino area archeologica mid-upper
Cilento	Paestum	Paestum Inn Beach Resort	https://paestuminn.com	Resort/Villaggio 4 stelle	info@paestuminn.com	Fronte mare spiaggia privata piscina bici Via Litoranea family
Cilento	Paestum	Agriturismo Seliano	https://www.agriturismoseliano.it	Agriturismo	info@aziendabellelli.it	Turismo rurale famiglia Bellelli vicino scavi charme campagna
Cilento	Paestum	Il Cannito	https://www.ilcannito.com	Agriturismo/B&B	n/d	Agriturismo con piscina collina Capaccio 15 ettari vista templi charme
Cilento	Vallo della Lucania	Ruggiero Park Hotel	http://www.ruggieroparkhotel.com	Hotel 3 stelle	info@ruggieroparkhotel.com	A pochi passi dal centro Via della Gatta business mid
Cilento	Agropoli	Cilentour ANBI Travel	https://www.cilentour.com	Tour Operator	info@cilentour.com	Agenzia TO ad Agropoli tour Campania escursioni Paestum-Velia incoming
Cilento	Pisciotta	Discover Cilento	https://www.discovercilento.it	Tour Operator	info@discovercilento.it	Agenzia TO dal 2017 escursioni transfer noleggio gruppi e individuali
Cilento	Vallo della Lucania	ArcheoTrekking	https://www.archeotrekking.net	Tour Operator	info@archeotrekking.net	TO trekking visite guidate Paestum Velia viaggi istruzione uffici Vallo e Ascea
Cilento	Palinuro	Hotel Saline	https://www.hotelsaline.com	Hotel 4 stelle	info@hotelsaline.com	Family hotel sul mare piscina spiaggia privata miniclub centro benessere
Cilento	Palinuro	Hotel Palinuro	https://www.hotelpalinuro.net	Hotel 3 stelle	info@hotelpalinuro.net	Via Porto 12 vicino al porto e al centro mid
Cilento	Palinuro	Grand Hotel San Pietro	https://www.grandhotelsanpietro.com	Hotel 4 stelle	info@grandhotelsanpietro.com	Corso Pisacane sulla spiaggia mid-upper
Cilento	Palinuro	Albergo Santa Caterina	https://www.albergosantacaterina.com	Hotel 4 stelle	info@albergosantacaterina.com	Storico dal 1949 vista mare spa mid-upper
Cilento	Palinuro	Hotel La Torre	https://www.latorrepalinuro.it	Hotel/Residence	info@latorrepalinuro.it	Via Porto 5 vicino al porto con lido mid
Cilento	Marina di Camerota	Cala d'Arconte Hotel Village	https://www.caladarconte.it	Villaggio alberghiero	info@caladarconte.it	Contrada Arconte 9 su spiaggia tra pineta camping village famiglie
Cilento	Marina di Camerota	Villaggio La Barca	https://www.villaggiolabarca.it	Villaggio 3 stelle	info@villaggiolabarca.it	Via Sirene direttamente sul mare famiglie
Cilento	Marina di Camerota	Hotel La Scogliera	https://www.lascoglierahotel.it	Hotel 3 stelle	info@lascoglierahotel.it	Lungomare Trieste 97 fronte mare con spiaggia privata
Cilento	Marina di Camerota	Odissea Camping Village	https://www.odisseavillage.com	Camping village 3 stelle	info@odisseavillage.com	Localita Mingardo pineta secolare spiaggia bianca famiglie
Cilento	Marina di Camerota	Villaggio Nessuno	https://www.villaggionessuno.com	Villaggio/Residence	info@villaggionessuno.com	Contrada Mingardo 3 45000 mq tra pineta e frutteto famiglie
Cilento	Marina di Camerota	Albergo Delfino	https://www.albergodelfino.it	Hotel 3 stelle	info@albergodelfino.it	Via Bolivar 55 mid
Cilento	Marina di Camerota	Hotel Riccio	https://www.albergoriccio.it	Hotel 3 stelle	info@albergoriccio.it	Lungomare Trieste 93 sul mare al centro 18 camere
Cilento	Sapri	Hotel Tirreno	https://www.hoteltirrenosapri.it	Hotel 4 stelle	info@hoteltirrenosapri.it	Lungomare Italia 44 fronte mare con spiaggia privata mid-upper
Cilento	Sapri	Hotel Pisacane	https://www.hotelpisacane.it	Hotel 4 stelle	info@hotelpisacane.it	Via Carlo Alberto 35 palazzo ottocentesco ristrutturato gestione familiare
Cilento	Scario	Hotel Ristorante Cavaliere	https://www.scariohotelcavaliere.it	Hotel 2 stelle	info@scariohotelcavaliere.it	Via Rione Nuovo 12 centro storico di Scario economico
Cilento	Ascea	MagicoMar Hotel	https://www.magicomarhotel.it	Hotel 4 stelle	info@magicomarhotel.it	Marina di Ascea 250m dal mare vicino area archeologica Elea-Velia
Cilento	Ascea	Eleamare Resort	https://www.eleamare.it	Resort/Villaggio	prenotazioni@eleamare.it	Via Porta Rosa 185 vicino parco archeologico Velia e spiaggia famiglie
Cilento	Ascea	Victoria Resort	https://www.victoriaresort.it	Hotel 3 stelle	info@victoriaresort.it	Via di Porta Rosa 49 gestione familiare con piscina mid
Cilento	Pisciotta	Marulivo Hotel	https://www.marulivohotel.it	Hotel di charme	info@marulivohotel.it	Via Castello ex monastero XIV sec 11 camere vista mare boutique
Cilento	Pisciotta	Hotel Riviera	https://hotelrivierapisciotta.it	Hotel 3 stelle	info@hotelrivierapisciotta.it	Via Colombo Marina di Pisciotta mid
Cilento	Pisciotta	Villaggio Club La Maree	https://www.lamaree.net	Villaggio 3 stelle	villaggio@lamaree.net	Via Fosso della Marina sul mare 165 camere spiaggia privata animazione famiglie
Cilento	Palinuro	ArcheoTrekking Palinuro	https://www.archeotrekking.net	Tour operator/Agenzia viaggi	info@archeotrekking.net	Tour in barca grotte di Palinuro trekking escursioni Cilento
Cilento	Marina di Camerota	Cooperativa Cilento Blu	https://www.coopcilentoblu.com	Tour operator escursioni barca	n/d	Escursioni grotte Palinuro e Marina di Camerota attivita turistiche
